,open,close,high,low,volume,date
57,7384.66,7522.1,7602.44,7295.73,136218.707,2019-12-06
58,7521.13,7487.2,7616.91,7467.44,83208.782,2019-12-07
59,7487.19,7508.2,7559.39,7376.0,84380.338,2019-12-08
60,7507.87,7337.49,7676.48,7269.05,136440.176,2019-12-09
61,7338.2,7220.98,7403.71,7152.0,126662.794,2019-12-10
62,7220.92,7205.77,7267.0,7117.74,97320.727,2019-12-11
63,7206.78,7194.77,7295.12,7080.0,140594.105,2019-12-12
64,7194.08,7252.98,7298.0,7190.0,80178.833,2019-12-13
65,7252.98,7061.34,7266.14,7007.86,97837.512,2019-12-14
66,7060.79,7115.0,7196.0,7004.77,87933.233,2019-12-15
67,7115.45,6887.54,7147.34,6831.0,117597.890,2019-12-16
68,6887.48,6618.96,6940.0,6550.0,166411.289,2019-12-17
69,6618.96,7277.44,7479.99,6427.0,328489.593,2019-12-18
70,7278.11,7146.29,7367.87,7042.82,158849.566,2019-12-19
71,7146.29,7184.39,7217.08,7078.17,86449.566,2019-12-20
72,7184.39,7131.01,7185.0,7108.0,44340.865,2019-12-21
73,7131.02,7502.92,7517.61,7122.0,129797.395,2019-12-22
74,7502.92,7314.01,7691.0,7262.0,215298.787,2019-12-23
75,7314.03,7252.04,7434.55,7156.08,149081.004,2019-12-24
76,7251.57,7201.45,7267.63,7123.19,96965.072,2019-12-25
77,7201.67,7197.46,7438.8,7151.0,133973.533,2019-12-26
78,7197.84,7248.4,7270.0,7078.89,112284.610,2019-12-27
79,7248.4,7311.48,7359.15,7235.0,91292.882,2019-12-28
80,7310.29,7383.67,7527.0,7283.6,102543.974,2019-12-29
81,7383.68,7240.43,7400.0,7215.58,94375.362,2019-12-30
82,7240.8,7189.0,7319.0,7141.0,89203.437,2019-12-31
83,7189.43,7197.57,7260.43,7170.15,56801.329,2020-01-01
84,7197.57,6962.04,7209.59,6922.0,115295.677,2020-01-02
85,6962.34,7341.72,7407.28,6863.44,208493.458,2020-01-03
86,7341.6,7350.71,7400.0,7269.21,92586.033,2020-01-04
87,7350.54,7354.36,7495.0,7303.0,117765.972,2020-01-05
88,7354.36,7757.39,7808.65,7345.0,168150.317,2020-01-06
89,7757.74,8152.49,8215.33,7733.0,280809.162,2020-01-07
90,8150.9,8059.84,8468.42,7870.11,321225.114,2020-01-08
91,8059.77,7818.59,8060.0,7750.01,187263.143,2020-01-09
92,7817.91,8207.09,8210.62,7670.0,253783.948,2020-01-10
93,8207.2,8020.56,8292.19,8003.87,164741.715,2020-01-11
94,8020.58,8186.7,8195.0,7956.28,108629.964,2020-01-12
95,8186.22,8113.0,8200.0,8053.78,74581.364,2020-01-13
96,8112.99,8825.0,8893.0,8109.02,290777.981,2020-01-14
97,8825.0,8825.3,8921.2,8570.52,237633.837,2020-01-15
98,8825.35,8725.08,8868.21,8596.25,167958.963,2020-01-16
99,8724.99,8918.72,9039.0,8680.0,205717.686,2020-01-17
100,8918.73,8925.0,8995.0,8816.0,114708.682,2020-01-18
101,8925.0,8705.85,9205.3,8440.91,225314.525,2020-01-19
102,8705.98,8650.0,8750.37,8526.06,125161.675,2020-01-20
103,8650.0,8742.43,8790.1,8448.6,107577.153,2020-01-21
104,8742.78,8684.57,8820.0,8585.85,94305.496,2020-01-22
105,8684.47,8409.6,8694.0,8326.0,163407.064,2020-01-23
106,8410.0,8441.96,8528.0,8247.0,144785.391,2020-01-24
107,8442.82,8344.64,8455.0,8272.0,96961.714,2020-01-25
108,8344.37,8611.21,8624.45,8300.0,117898.916,2020-01-26
109,8611.21,8913.61,9015.48,8565.0,172235.328,2020-01-27
110,8913.61,9398.98,9436.06,8905.0,244467.546,2020-01-28
111,9399.72,9311.0,9460.52,9242.0,169460.643,2020-01-29
112,9311.23,9525.67,9599.0,9210.42,190137.536,2020-01-30
113,9525.67,9364.51,9550.72,9220.0,146644.026,2020-01-31
114,9364.5,9392.74,9477.76,9306.0,109040.285,2020-02-01
115,9392.99,9338.2,9489.92,9160.01,148402.977,2020-02-02
116,9340.49,9300.64,9647.61,9250.0,159049.385,2020-02-03
117,9300.63,9198.35,9368.0,9105.0,147843.902,2020-02-04
118,9198.32,9630.0,9799.08,9179.88,212311.697,2020-02-05
119,9630.0,9778.12,9884.0,9550.0,200556.367,2020-02-06
120,9777.97,9821.52,9900.0,9736.66,129740.767,2020-02-07
121,9821.52,9906.43,9956.0,9680.55,129267.269,2020-02-08
122,9906.09,10167.38,10184.34,9892.15,143407.013,2020-02-09
123,10167.37,9865.56,10213.56,9750.0,184242.737,2020-02-10
124,9865.56,10229.06,10409.96,9729.36,190119.815,2020-02-11
125,10230.74,10339.99,10479.98,10229.71,159674.258,2020-02-12
126,10339.64,10239.63,10540.0,10101.0,213052.717,2020-02-13
127,10240.02,10356.82,10390.0,10123.37,130975.746,2020-02-14
128,10356.27,9914.99,10389.75,9752.3,152146.127,2020-02-15
129,9914.31,9921.86,10060.45,9626.64,141547.956,2020-02-16
130,9921.87,9716.0,9971.0,9461.89,185338.179,2020-02-17
131,9716.0,10174.32,10270.0,9598.0,166119.369,2020-02-18
132,10174.53,9593.65,10286.0,9293.07,187495.927,2020-02-19
133,9593.31,9601.99,9700.0,9382.59,143105.587,2020-02-20
134,9601.51,9681.39,9759.59,9547.0,98954.288,2020-02-21
135,9681.39,9659.2,9710.7,9565.0,58419.547,2020-02-22
136,9658.95,9943.12,10018.9,9657.0,97134.358,2020-02-23
137,9943.12,9662.95,10000.0,9487.38,157965.671,2020-02-24
138,9662.88,9326.0,9686.78,9247.0,168641.725,2020-02-25
139,9326.0,8792.22,9384.0,8610.0,267005.172,2020-02-26
140,8793.96,8828.0,8978.0,8533.9,200638.488,2020-02-27
141,8827.12,8699.57,8908.86,8450.0,196066.110,2020-02-28
142,8699.86,8531.98,8799.83,8530.0,103524.685,2020-02-29
143,8532.5,8537.84,8762.24,8409.0,174332.916,2020-03-01
144,8537.84,8919.7,8972.0,8504.95,160294.484,2020-03-02
145,8919.7,8765.0,8922.34,8657.41,160123.605,2020-03-03
146,8765.0,8756.93,8853.88,8669.23,105462.120,2020-03-04
147,8755.98,9062.81,9172.3,8755.98,161840.623,2020-03-05
148,9062.62,9139.48,9179.75,8994.14,115011.583,2020-03-06
149,9139.77,8897.18,9204.0,8850.0,125804.999,2020-03-07
150,8895.62,8038.46,8897.71,7997.7,237407.028,2020-03-08
151,8038.99,7932.15,8182.31,7635.21,334399.107,2020-03-09
152,7932.45,7897.66,8156.31,7733.0,257068.702,2020-03-10
153,7898.21,7938.39,7988.0,7593.29,220537.381,2020-03-11
154,7938.39,4764.65,7969.0,4347.0,784747.020,2020-03-12
155,4762.28,5570.26,5971.0,3621.81,935489.242,2020-03-13
156,5569.84,5167.01,5638.42,5040.0,316242.586,2020-03-14
157,5167.21,5357.32,5954.47,5089.12,356311.765,2020-03-15
158,5354.81,5026.26,5361.26,4413.62,621555.792,2020-03-16
159,5027.11,5307.38,5529.98,4913.49,429908.098,2020-03-17
160,5306.42,5389.64,5435.0,4982.75,402005.703,2020-03-18
161,5389.94,6159.6,6400.0,5246.5,499391.190,2020-03-19
162,6159.41,6203.77,6911.0,5650.0,571898.016,2020-03-20
163,6204.47,6183.69,6457.17,5854.01,387679.649,2020-03-21
164,6183.84,5810.17,6408.91,5730.35,391002.795,2020-03-22
165,5810.3,6463.84,6619.9,5670.0,489746.087,2020-03-23
166,6463.21,6741.33,6840.0,6369.0,437968.553,2020-03-24
167,6740.86,6673.41,6960.71,6436.26,400684.542,2020-03-25
168,6673.57,6733.76,6777.5,6500.0,281245.628,2020-03-26
169,6733.76,6353.64,6840.0,6230.0,258213.519,2020-03-27
170,6353.64,6230.95,6354.74,6004.0,341944.185,2020-03-28
171,6231.81,5876.27,6260.0,5857.6,251335.919,2020-03-29
172,5876.27,6391.08,6606.15,5850.0,387321.998,2020-03-30
173,6389.52,6407.1,6516.63,6320.0,262522.644,2020-03-31
174,6407.1,6641.51,6693.0,6140.0,390529.602,2020-04-01
175,6641.22,6791.63,7290.0,6542.73,531321.428,2020-04-02
176,6791.65,6729.8,7049.11,6600.0,411944.927,2020-04-03
177,6729.8,6851.1,7020.0,6629.99,319849.757,2020-04-04
178,6851.4,6768.9,6893.44,6668.02,239224.508,2020-04-05
179,6768.9,7325.73,7370.0,6760.0,461331.013,2020-04-06
180,7325.73,7192.9,7457.0,7070.43,419572.040,2020-04-07
181,7192.9,7357.66,7417.83,7145.14,332599.575,2020-04-08
182,7357.15,7278.65,7365.69,7105.98,293638.581,2020-04-09
183,7278.83,6857.82,7290.0,6741.0,440148.453,2020-04-10
184,6858.0,6874.18,6944.28,6757.29,224157.844,2020-04-11
185,6874.17,6900.52,7173.98,6775.66,321594.822,2020-04-12
186,6900.19,6834.0,6900.99,6558.0,421954.773,2020-04-13
187,6834.01,6864.11,6975.6,6751.0,280445.427,2020-04-14
188,6864.11,6616.89,6929.0,6602.59,281136.689,2020-04-15
189,6616.88,7098.15,7190.92,6465.33,559868.603,2020-04-16
190,7098.15,7022.44,7140.0,6981.0,277339.601,2020-04-17
191,7022.0,7242.42,7290.0,7008.11,225807.171,2020-04-18
192,7242.49,7118.03,7258.42,7055.0,216975.114,2020-04-19
193,7118.04,6825.29,7208.55,6735.95,445104.981,2020-04-20
194,6825.28,6838.0,6940.0,6759.16,288024.528,2020-04-21
195,6838.0,7120.06,7154.9,6812.57,306482.163,2020-04-22
196,7120.06,7483.35,7802.38,7020.0,472510.047,2020-04-23
197,7483.36,7504.11,7612.91,7388.0,278378.368,2020-04-24
198,7504.62,7534.01,7722.33,7433.0,243266.807,2020-04-25
199,7534.01,7694.17,7709.57,7476.86,269921.936,2020-04-26
200,7693.63,7774.0,7795.6,7623.98,290336.169,2020-04-27
201,7774.0,7735.75,7780.0,7662.49,217652.761,2020-04-28
202,7735.76,8784.2,8988.66,7710.0,871197.569,2020-04-29
203,8784.05,8624.76,9479.77,8400.0,944211.711,2020-04-30
204,8623.61,8830.52,9065.0,8619.84,417820.386,2020-05-01
205,8830.52,8975.18,9020.0,8755.01,295769.728,2020-05-02
206,8975.18,8900.0,9200.0,8727.24,451322.713,2020-05-03
207,8899.99,8873.98,8954.94,8526.0,440135.307,2020-05-04
208,8873.99,9022.78,9118.17,8766.12,409920.130,2020-05-05
209,9022.76,9148.27,9405.0,8916.01,507753.800,2020-05-06
210,9148.29,9995.0,10080.0,9022.0,738920.219,2020-05-07
211,9994.74,9807.49,10045.03,9726.0,458034.211,2020-05-08
212,9809.63,9550.67,9923.98,9528.23,411941.957,2020-05-09
213,9550.25,8719.53,9580.0,7940.0,842909.031,2020-05-10
214,8723.23,8561.09,9164.0,8151.12,805164.964,2020-05-11
215,8560.73,8808.71,8981.0,8520.43,369716.041,2020-05-12
216,8808.71,9305.91,9397.0,8790.04,379719.000,2020-05-13
217,9305.91,9786.8,9950.0,9250.66,602528.438,2020-05-14
218,9787.62,9310.73,9843.5,9100.0,504107.096,2020-05-15
219,9311.21,9374.99,9585.0,9210.03,287768.201,2020-05-16
220,9374.99,9678.57,9880.0,9317.16,300859.340,2020-05-17
221,9677.31,9731.1,9958.67,9450.0,363732.370,2020-05-18
222,9731.11,9773.64,9900.0,9462.0,376313.845,2020-05-19
223,9772.66,9508.11,9838.0,9281.42,334423.590,2020-05-20
224,9508.0,9060.0,9573.0,8812.2,461439.193,2020-05-21
225,9060.0,9166.4,9259.38,8920.0,276008.073,2020-05-22
226,9166.43,9176.41,9300.0,9076.9,201589.660,2020-05-23
227,9176.32,8711.37,9294.44,8674.0,339643.378,2020-05-24
228,8711.37,8895.65,8977.0,8623.38,302980.106,2020-05-25
229,8895.66,8837.05,9011.82,8693.18,275619.158,2020-05-26
230,8837.88,9197.32,9230.0,8811.0,272253.998,2020-05-27
231,9197.32,9569.59,9621.65,9110.97,327412.374,2020-05-28
232,9569.58,9422.26,9598.0,9317.42,238691.299,2020-05-29
233,9422.11,9695.0,9753.0,9326.01,255234.058,2020-05-30
234,9694.38,9446.43,9698.0,9371.76,219829.356,2020-05-31
235,9446.49,10232.48,10497.25,9420.85,333740.457,2020-06-01
236,10232.41,9514.9,10262.3,9264.15,354168.517,2020-06-02
237,9514.9,9663.59,9694.75,9382.33,185389.412,2020-06-03
238,9663.58,9788.33,9884.0,9440.0,264515.319,2020-06-04
239,9788.32,9617.29,9855.0,9580.52,237103.042,2020-06-05
240,9616.64,9664.0,9738.77,9528.0,152526.703,2020-06-06
241,9664.01,9743.92,9823.13,9373.0,253986.313,2020-06-07
242,9743.92,9778.87,9816.0,9631.0,162086.419,2020-06-08
243,9778.87,9771.66,9890.0,9550.03,204422.819,2020-06-09
244,9771.66,9884.99,10015.99,9681.21,193628.149,2020-06-10
245,9884.99,9278.03,9970.1,9055.07,404046.613,2020-06-11
246,9277.72,9458.91,9550.0,9238.0,211611.340,2020-06-12
247,9458.77,9468.54,9497.85,9340.0,113449.075,2020-06-13
248,9468.55,9339.61,9477.0,9240.97,143978.523,2020-06-14
249,9339.7,9422.01,9490.83,8888.43,413865.727,2020-06-15
250,9422.01,9519.12,9595.0,9370.0,225713.247,2020-06-16
251,9519.13,9458.45,9569.0,9231.03,227477.390,2020-06-17
252,9458.45,9381.59,9483.85,9272.41,158349.247,2020-06-18
253,9381.99,9307.0,9453.0,9239.0,219510.059,2020-06-19
254,9307.0,9354.04,9394.29,9165.0,154462.290,2020-06-20
255,9353.84,9293.51,9420.47,9279.0,110599.558,2020-06-21
256,9293.39,9686.99,9795.0,9273.0,260561.647,2020-06-22
257,9686.99,9631.66,9723.23,9585.0,164673.499,2020-06-23
258,9631.65,9298.4,9678.0,9210.0,300450.251,2020-06-24
259,9298.78,9246.75,9350.9,9005.0,272566.502,2020-06-25
260,9246.75,9159.99,9297.16,9038.52,249348.670,2020-06-26
261,9159.99,9008.0,9195.75,8816.4,237840.165,2020-06-27
262,9008.0,9114.0,9188.0,8932.68,153842.891,2020-06-28
263,9114.01,9189.48,9233.0,9022.0,176660.525,2020-06-29
264,9189.99,9138.87,9205.0,9063.97,143469.832,2020-06-30
265,9138.88,9233.29,9293.0,9090.0,161642.185,2020-07-01
266,9233.29,9087.72,9262.99,8936.0,230747.519,2020-07-02
267,9087.72,9057.52,9124.52,9036.06,96947.338,2020-07-03
268,9058.07,9137.18,9194.0,9042.84,100215.438,2020-07-04
269,9137.18,9071.86,9146.35,8900.0,139545.566,2020-07-05
270,9071.87,9339.6,9379.0,9058.1,199643.828,2020-07-06
271,9339.59,9258.51,9380.0,9201.23,127833.975,2020-07-07
272,9258.51,9436.08,9470.0,9233.47,170243.001,2020-07-08
273,9436.08,9236.28,9440.81,9164.33,188355.856,2020-07-09
274,9236.29,9288.39,9317.24,9121.42,140849.874,2020-07-10
275,9288.39,9233.5,9301.74,9178.91,74976.521,2020-07-11
276,9233.5,9300.69,9349.0,9155.0,127841.882,2020-07-12
277,9300.7,9241.2,9345.0,9200.0,136117.659,2020-07-13
278,9241.18,9254.17,9279.0,9116.0,129704.278,2020-07-14
279,9254.17,9197.3,9272.56,9156.0,104107.708,2020-07-15
280,9197.75,9132.0,9223.0,9044.02,148089.450,2020-07-16
281,9132.0,9151.69,9187.0,9087.0,80940.584,2020-07-17
282,9151.7,9171.8,9210.0,9121.98,63233.596,2020-07-18
283,9171.79,9210.51,9239.59,9108.0,75554.579,2020-07-19
284,9210.68,9161.13,9221.0,9131.01,72429.691,2020-07-20
285,9161.28,9388.01,9439.6,9152.62,179211.347,2020-07-21
286,9388.0,9518.25,9543.0,9272.0,126598.902,2020-07-22
287,9518.25,9604.41,9678.32,9439.86,166990.147,2020-07-23
288,9604.41,9539.7,9650.0,9470.0,133975.068,2020-07-24
289,9539.7,9701.49,9735.1,9526.31,133377.589,2020-07-25
290,9701.54,9939.69,10300.0,9655.2,261998.786,2020-07-26
291,9939.68,11047.58,11488.0,9928.61,744752.400,2020-07-27
292,11047.58,10919.94,11270.0,10580.0,499486.679,2020-07-28
293,10919.94,11113.03,11364.8,10844.34,356188.761,2020-07-29
294,11113.01,11111.96,11195.52,10826.55,230327.988,2020-07-30
295,11111.97,11343.68,11450.42,10971.78,307399.731,2020-07-31
296,11343.67,11811.42,11887.45,11201.0,386322.642,2020-08-01
297,11811.43,11079.72,12154.25,10490.0,492803.351,2020-08-02
298,11080.7,11227.07,11483.0,10923.0,238654.591,2020-08-03
299,11227.07,11200.05,11427.38,11025.0,200044.934,2020-08-04
300,11200.06,11752.5,11798.56,11103.0,263510.011,2020-08-05
301,11752.5,11770.56,11916.02,11571.78,236459.595,2020-08-06
302,11769.97,11596.06,11920.0,11318.93,273935.127,2020-08-07
303,11596.26,11765.72,11819.0,11513.69,154707.303,2020-08-08
304,11765.72,11685.99,11811.0,11526.9,125463.463,2020-08-09
305,11685.99,11896.89,12100.0,11384.9,290418.014,2020-08-10
306,11896.86,11392.64,11944.0,11127.0,336861.638,2020-08-11
307,11392.64,11568.36,11630.0,11140.0,213799.491,2020-08-12
308,11568.37,11790.0,11798.0,11272.0,248214.725,2020-08-13
309,11790.0,11767.89,11868.42,11644.6,159019.959,2020-08-14
310,11767.89,11859.04,11993.58,11682.0,222262.987,2020-08-15
311,11858.91,11921.23,11945.0,11688.0,165733.721,2020-08-16
312,11921.32,12298.06,12499.42,11780.0,331435.112,2020-08-17
313,12298.06,11960.79,12403.0,11810.0,291349.888,2020-08-18
314,11962.03,11763.87,12037.05,11574.78,313267.066,2020-08-19
315,11763.88,11857.92,11888.0,11676.03,130981.044,2020-08-20
316,11858.53,11538.53,11882.68,11491.0,195106.536,2020-08-21
317,11538.53,11670.47,11689.08,11385.06,126696.730,2020-08-22
318,11670.48,11654.0,11724.0,11522.15,95608.033,2020-08-23
319,11654.0,11753.3,11831.96,11595.0,108781.125,2020-08-24
320,11753.29,11327.17,11770.0,11130.0,267234.771,2020-08-25
321,11327.18,11466.22,11548.68,11255.95,170305.024,2020-08-26
322,11466.22,11335.53,11593.0,11130.82,253778.342,2020-08-27
323,11335.83,11526.85,11544.88,11283.19,129477.627,2020-08-28
324,11526.85,11466.66,11582.0,11419.34,83715.229,2020-08-29
325,11466.27,11714.14,11724.12,11457.88,113266.672,2020-08-30
326,11714.13,11658.11,11784.21,11575.78,127272.378,2020-08-31
327,11658.11,11930.18,12061.07,11531.34,211680.828,2020-09-01
328,11930.17,11396.96,11961.0,11156.0,280411.964,2020-09-02
329,11396.44,10141.08,11475.0,9901.16,487812.737,2020-09-03
330,10141.4,10448.0,10635.77,9878.65,432563.841,2020-09-04
331,10448.0,10168.71,10567.87,9808.58,399307.282,2020-09-05
332,10168.23,10258.13,10348.97,10003.0,190207.654,2020-09-06
333,10258.13,10378.76,10420.55,9879.68,258476.949,2020-09-07
334,10379.3,10129.02,10443.79,9842.01,317802.322,2020-09-08
335,10130.0,10219.29,10346.0,9981.13,151222.689,2020-09-09
336,10219.29,10335.91,10484.6,10211.67,187667.873,2020-09-10
337,10335.91,10387.81,10397.85,10200.8,135929.303,2020-09-11
338,10387.81,10438.28,10477.7,10271.0,97429.037,2020-09-12
339,10438.29,10327.72,10580.0,10209.01,159021.843,2020-09-13
340,10327.72,10664.1,10746.06,10241.57,205260.236,2020-09-14
341,10664.1,10776.78,10923.42,10592.0,247657.230,2020-09-15
342,10776.88,10948.17,11089.08,10661.9,252881.019,2020-09-16
343,10948.16,10935.33,11040.0,10740.0,186484.361,2020-09-17
344,10935.97,10926.29,11035.0,10810.1,136028.351,2020-09-18
345,10926.3,11073.74,11177.0,10880.0,126239.232,2020-09-19
346,11073.2,10914.28,11073.9,10751.0,150450.562,2020-09-20
347,10915.52,10414.73,10980.69,10281.0,333047.145,2020-09-21
348,10414.73,10523.32,10574.08,10353.1,179900.686,2020-09-22
349,10523.32,10237.91,10531.94,10132.21,203027.542,2020-09-23
350,10237.91,10724.92,10837.27,10191.0,241646.573,2020-09-24
351,10724.91,10683.51,10754.29,10551.56,170930.773,2020-09-25
352,10683.5,10726.5,10827.8,10642.23,109340.491,2020-09-26
353,10726.5,10768.0,10793.5,10584.0,123440.716,2020-09-27
354,10768.0,10691.45,11024.0,10627.19,187105.377,2020-09-28
355,10691.94,10836.98,10863.94,10631.49,146888.319,2020-09-29
356,10836.99,10773.0,10845.99,10660.05,132834.116,2020-09-30
357,10773.0,10612.63,10935.14,10442.0,253619.622,2020-10-01
358,10612.62,10565.15,10660.0,10371.03,224747.037,2020-10-02
359,10565.44,10537.96,10596.0,10491.11,76315.911,2020-10-03
360,10537.96,10660.16,10694.0,10514.0,90912.105,2020-10-04
361,10660.16,10785.0,10792.0,10608.9,130589.137,2020-10-05
362,10784.99,10593.65,10792.0,10510.66,184895.250,2020-10-06
363,10593.65,10658.75,10675.0,10540.29,106700.522,2020-10-07
364,10658.75,10919.45,10958.0,10523.0,207938.861,2020-10-08
365,10919.45,11050.47,11110.0,10818.44,154336.818,2020-10-09
366,11050.46,11294.79,11494.0,11050.46,199398.012,2020-10-10
367,11294.78,11369.59,11450.73,11273.77,146323.076,2020-10-11
368,11369.59,11530.36,11732.0,11157.0,254217.203,2020-10-12
369,11530.37,11419.36,11562.0,11308.0,199115.115,2020-10-13
370,11419.36,11417.13,11550.0,11280.5,192936.970,2020-10-14
371,11417.12,11502.0,11649.48,11250.0,215260.399,2020-10-15
372,11502.0,11318.92,11538.92,11175.0,212339.085,2020-10-16
373,11319.51,11356.25,11424.09,11250.0,95892.966,2020-10-17
374,11356.25,11501.1,11529.93,11342.54,92472.191,2020-10-18
375,11501.5,11745.0,11830.0,11404.01,230161.648,2020-10-19
376,11744.99,11900.03,12045.78,11673.0,312811.802,2020-10-20
377,11900.03,12796.07,13240.0,11876.0,591963.069,2020-10-21
378,12796.06,12968.87,13188.27,12675.5,343851.666,2020-10-22
379,12970.39,12925.82,13043.0,12725.04,237042.526,2020-10-23
380,12925.82,13110.88,13177.59,12871.07,176146.631,2020-10-24
381,13110.88,13023.81,13369.0,12715.0,206012.652,2020-10-25
382,13024.21,13047.24,13240.0,12729.0,316503.296,2020-10-26
383,13047.24,13629.38,13787.83,13041.3,411509.506,2020-10-27
384,13629.89,13256.17,13863.0,12876.0,476993.789,2020-10-28
385,13255.79,13446.65,13637.22,12965.0,355352.336,2020-10-29
386,13446.65,13549.12,13665.65,13100.0,349890.573,2020-10-30
387,13549.12,13783.73,14140.0,13403.36,357853.230,2020-10-31
388,13783.73,13752.86,13891.52,13605.9,198395.231,2020-11-01
389,13752.87,13540.54,13823.75,13195.0,327991.768,2020-11-02
390,13541.55,14016.55,14070.0,13276.33,348730.510,2020-11-03
391,14016.55,14134.31,14280.0,13512.0,451433.420,2020-11-04
392,14134.32,15598.75,15777.0,14088.01,717489.697,2020-11-05
393,15598.74,15590.96,15984.2,15177.0,559380.060,2020-11-06
394,15590.95,14824.34,15774.0,14350.0,457582.681,2020-11-07
395,14824.33,15473.2,15678.0,14710.0,290616.393,2020-11-08
396,15473.2,15328.72,15869.0,14822.0,474181.983,2020-11-09
397,15328.72,15294.68,15474.17,15071.0,244073.495,2020-11-10
398,15294.68,15690.24,16000.0,15274.89,330772.852,2020-11-11
399,15690.24,16289.02,16345.0,15437.7,471759.126,2020-11-12
400,16289.01,16320.54,16479.99,15955.6,306656.359,2020-11-13
401,16320.54,16064.51,16326.82,15700.0,266206.937,2020-11-14
402,16064.51,15952.27,16161.23,15768.0,210318.453,2020-11-15
403,15951.93,16707.07,16882.0,15862.0,342459.329,2020-11-16
404,16707.0,17670.01,17890.1,16550.0,524094.697,2020-11-17
405,17670.01,17788.32,18520.0,17215.03,732937.097,2020-11-18
406,17788.32,17811.68,18200.0,17347.27,406500.977,2020-11-19
407,17811.68,18664.31,18831.6,17748.92,407926.802,2020-11-20
408,18662.85,18721.99,18986.0,18302.08,342412.490,2020-11-21
409,18721.99,18435.2,18780.0,17645.98,373779.417,2020-11-22
410,18434.17,18382.07,18812.65,18013.97,364221.378,2020-11-23
411,18382.07,19179.64,19440.0,18000.0,477968.289,2020-11-24
412,19178.53,18741.67,19554.19,18509.12,426276.990,2020-11-25
413,18741.66,17155.34,18940.69,16181.0,850692.856,2020-11-26
414,17155.37,17144.1,17465.0,16444.83,398072.933,2020-11-27
415,17144.11,17717.74,17880.0,16865.78,268833.749,2020-11-28
416,17717.74,18181.09,18343.0,17523.0,256024.006,2020-11-29
417,18180.43,19720.0,19944.0,18178.82,500482.574,2020-11-30
418,19722.09,18772.7,19956.0,18050.0,553885.333,2020-12-01
419,18770.33,19207.01,19365.0,18329.58,335717.482,2020-12-02
420,19207.01,19434.3,19640.0,18865.0,245020.576,2020-12-03
421,19432.66,18664.2,19537.16,18570.0,276271.939,2020-12-04
422,18662.72,19147.62,19203.46,18510.0,165912.647,2020-12-05
423,19147.63,19375.02,19449.1,18855.35,176004.606,2020-12-06
424,19375.0,19172.88,19446.36,18908.66,169402.371,2020-12-07
425,19172.87,18319.32,19319.38,18133.33,280714.132,2020-12-08
426,18319.33,18537.98,18639.7,17650.0,353123.689,2020-12-09
427,18537.97,18253.51,18550.0,17916.0,233960.241,2020-12-10
428,18254.0,18031.47,18290.44,17555.0,317866.070,2020-12-11
429,18031.71,18800.0,18950.0,18012.21,196962.282,2020-12-12
430,18800.0,19175.07,19432.0,18705.46,239760.089,2020-12-13
431,19175.06,19270.7,19355.35,19004.72,181555.823,2020-12-14
432,19270.71,19424.91,19598.0,19039.64,248744.054,2020-12-15
433,19424.9,21346.8,21600.0,19274.55,459302.012,2020-12-16
434,21346.81,22816.99,23888.04,21231.5,823435.821,2020-12-17
435,22816.99,23124.35,23330.0,22363.94,305997.222,2020-12-18
436,23124.35,23847.28,24281.61,22735.81,337535.438,2020-12-19
437,23847.28,23472.96,24376.0,23076.25,322289.774,2020-12-20
438,23472.96,22730.1,24145.0,21920.0,476456.589,2020-12-21
439,22736.05,23826.99,23850.0,22387.0,326124.313,2020-12-22
440,23826.74,23238.27,24235.42,22572.52,394754.939,2020-12-23
441,23237.73,23737.44,23819.81,22700.0,237754.257,2020-12-24
442,23738.75,24730.0,24827.64,23450.0,284523.431,2020-12-25
443,24729.99,26508.83,26926.0,24507.24,367265.555,2020-12-26
444,26508.84,26305.64,28459.84,25850.0,540264.148,2020-12-27
445,26301.76,27102.66,27538.82,26117.1,267563.468,2020-12-28
446,27101.45,27402.83,27441.73,25913.01,260759.449,2020-12-29
447,27402.83,28906.99,29063.72,27401.0,374737.655,2020-12-30
448,28906.99,28951.68,29376.7,27848.0,313648.835,2020-12-31
449,28948.19,29337.16,29668.86,28627.12,210716.398,2021-01-01
450,29337.15,32199.91,33480.0,28958.24,545541.080,2021-01-02
451,32198.41,33054.53,34832.25,32000.02,487486.989,2021-01-03
452,33053.93,32031.07,33653.56,27800.0,506128.023,2021-01-04
453,32029.55,33999.52,34500.0,29900.0,433720.833,2021-01-05
454,33999.51,36823.68,37037.51,33356.46,444019.830,2021-01-06
455,36825.77,39498.92,40565.62,36337.36,520147.908,2021-01-07
456,39498.32,40637.23,42125.51,36539.77,518080.826,2021-01-08
457,40638.91,40136.04,41539.88,38733.28,260882.805,2021-01-09
458,40136.05,38221.67,41412.12,35268.0,436759.048,2021-01-10
459,38200.01,35408.46,38322.18,30448.0,906275.651,2021-01-11
460,35406.92,34056.9,36693.44,32600.0,449065.693,2021-01-12
461,34065.53,37421.07,37880.0,32420.0,398188.088,2021-01-13
462,37416.34,39163.31,40189.39,36764.33,353142.386,2021-01-14
463,39163.31,36755.24,39790.0,34478.0,437610.113,2021-01-15
464,36755.25,36025.66,38000.0,35366.0,301102.477,2021-01-16
465,36025.65,35869.83,36898.0,33863.5,287686.129,2021-01-17
466,35875.72,36686.86,37547.94,34808.47,253386.703,2021-01-18
467,36690.0,35891.03,37961.0,35850.0,257889.419,2021-01-19
