,close,high,low,volume,date,ticker
4010,88.97,89.05,86.88,168256300,2008-12-30,SPY
4011,90.24,90.97,88.87,193987200,2008-12-31,SPY
4012,92.96,93.44,89.85,227566300,2009-01-02,SPY
4013,92.85,93.66,91.89,240349700,2009-01-05,SPY
4014,93.47,94.45,92.68,328260900,2009-01-06,SPY
4015,90.67,92.26,90.2,280899200,2009-01-07,SPY
4016,91.04,91.09,89.67,263834400,2009-01-08,SPY
4017,89.09,91.32,85.36,330953600,2009-01-09,SPY
4018,86.95,88.91,86.41,277858500,2009-01-12,SPY
4019,87.11,87.88,86.2,356432300,2009-01-13,SPY
4020,84.37,85.75,83.16,435491600,2009-01-14,SPY
4021,84.4,85.25,81.72,532647300,2009-01-15,SPY
4022,85.06,85.99,83.05,399237200,2009-01-16,SPY
4023,80.57,85.06,80.05,419855200,2009-01-20,SPY
4024,84.05,84.24,80.47,364360700,2009-01-21,SPY
4025,82.75,84.04,81.17,427940300,2009-01-22,SPY
4026,83.11,83.99,80.57,386800600,2009-01-23,SPY
4027,83.68,85.36,82.81,317978800,2009-01-26,SPY
4028,84.53,85.15,83.3,273789700,2009-01-27,SPY
4029,87.39,87.95,86.07,330007000,2009-01-28,SPY
4030,84.55,87.49,84.47,294392500,2009-01-29,SPY
4031,82.83,85.4,82.21,383383600,2009-01-30,SPY
4032,82.58,83.18,81.31,288233300,2009-02-02,SPY
4033,83.74,84.36,82.22,278385800,2009-02-03,SPY
4034,83.33,85.37,83.04,322989300,2009-02-04,SPY
4035,84.57,85.29,77.73,417679400,2009-02-05,SPY
4036,86.98,87.34,84.68,366101700,2009-02-06,SPY
4037,87.1,87.74,86.32,240075200,2009-02-09,SPY
4038,83.11,87.03,82.45,536212800,2009-02-10,SPY
4039,83.6,84.05,82.4,324442500,2009-02-11,SPY
4040,83.66,83.82,81.05,469302200,2009-02-12,SPY
4041,82.76,84.24,82.74,293998400,2009-02-13,SPY
4042,79.22,82.96,79.17,478910100,2009-02-17,SPY
4043,79.03,79.94,78.28,362964800,2009-02-18,SPY
4044,78.18,80.15,78.02,316867500,2009-02-19,SPY
4045,77.42,78.34,75.77,477176600,2009-02-20,SPY
4046,74.65,78.27,74.59,379641400,2009-02-23,SPY
4047,77.48,77.95,74.7,426260900,2009-02-24,SPY
4048,76.87,78.42,75.63,461985800,2009-02-25,SPY
4049,75.62,79.67,75.53,363353900,2009-02-26,SPY
4050,73.93,75.69,73.81,470510900,2009-02-27,SPY
4051,70.6,73.92,70.37,426452600,2009-03-02,SPY
4052,70.07,71.7,69.64,443761000,2009-03-03,SPY
4053,71.73,72.87,70.07,462753100,2009-03-04,SPY
4054,68.8,71.73,68.17,485549400,2009-03-05,SPY
4055,68.92,70.45,67.1,490470000,2009-03-06,SPY
4056,68.11,70.0,67.73,379905300,2009-03-09,SPY
4057,72.17,72.37,69.37,406227900,2009-03-10,SPY
4058,72.64,73.75,71.83,356648300,2009-03-11,SPY
4059,75.5,75.75,71.97,409702700,2009-03-12,SPY
4060,76.09,76.98,74.73,337474700,2009-03-13,SPY
4061,75.86,77.97,75.81,360644900,2009-03-16,SPY
4062,78.18,78.36,75.45,356814300,2009-03-17,SPY
4063,79.93,80.9,77.07,473273200,2009-03-18,SPY
4064,78.94,81.0,78.69,428520400,2009-03-19,SPY
4065,76.71,78.91,76.53,371078200,2009-03-20,SPY
4066,82.22,82.29,78.31,419933300,2009-03-23,SPY
4067,80.6,82.36,80.51,330271000,2009-03-24,SPY
4068,81.45,82.7,79.06,441775100,2009-03-25,SPY
4069,83.11,83.3,81.32,422025200,2009-03-26,SPY
4070,81.61,82.53,81.31,322332300,2009-03-27,SPY
4071,78.79,79.87,77.96,324108500,2009-03-30,SPY
4072,79.52,81.08,79.05,364238300,2009-03-31,SPY
4073,81.06,81.42,78.33,377018300,2009-04-01,SPY
4074,83.43,84.61,81.13,476230700,2009-04-02,SPY
4075,84.26,84.28,82.67,284646300,2009-04-03,SPY
4076,83.6,84.28,82.29,264866600,2009-04-06,SPY
4077,81.65,82.65,81.51,258947800,2009-04-07,SPY
4078,82.53,82.94,81.54,230402800,2009-04-08,SPY
4079,85.81,85.82,84.33,269653500,2009-04-09,SPY
4080,85.83,86.54,84.58,224847500,2009-04-13,SPY
4081,84.35,85.76,84.08,276598800,2009-04-14,SPY
4082,85.25,85.42,83.61,250726100,2009-04-15,SPY
4083,86.5,87.15,84.77,335202900,2009-04-16,SPY
4084,87.08,87.65,86.14,262649000,2009-04-17,SPY
4085,83.43,87.05,83.34,293690100,2009-04-20,SPY
4086,85.06,85.13,82.75,114090900,2009-04-21,SPY
4087,84.54,86.34,84.07,340395200,2009-04-22,SPY
4088,85.37,85.42,83.63,324903700,2009-04-23,SPY
4089,86.66,87.31,85.69,287703000,2009-04-24,SPY
4090,85.84,87.01,85.54,289581600,2009-04-27,SPY
4091,85.57,86.59,84.76,247926300,2009-04-28,SPY
4092,87.39,88.36,86.3,311505700,2009-04-29,SPY
4093,87.42,89.02,86.92,301419800,2009-04-30,SPY
4094,87.89,88.21,86.72,236110300,2009-05-01,SPY
4095,90.88,90.94,88.38,287120000,2009-05-04,SPY
4096,90.57,90.93,89.84,243036300,2009-05-05,SPY
4097,92.14,92.2,90.61,291941000,2009-05-06,SPY
4098,90.86,93.15,90.28,317728000,2009-05-07,SPY
4099,92.98,93.22,91.44,299081700,2009-05-08,SPY
4100,91.24,92.11,91.04,247923600,2009-05-11,SPY
4101,90.97,91.83,89.85,282431300,2009-05-12,SPY
4102,88.68,90.01,88.5,269619100,2009-05-13,SPY
4103,89.44,90.12,88.5,260098700,2009-05-14,SPY
4104,88.71,90.0,88.15,271502700,2009-05-15,SPY
4105,91.23,91.34,88.57,241447400,2009-05-18,SPY
4106,91.12,91.97,90.81,206102200,2009-05-19,SPY
4107,90.51,92.8,90.41,285722200,2009-05-20,SPY
4108,89.21,89.8,88.26,258988400,2009-05-21,SPY
4109,89.02,90.0,88.68,166811900,2009-05-22,SPY
4110,91.3,91.56,88.32,236318500,2009-05-26,SPY
4111,89.67,91.75,89.53,246015800,2009-05-27,SPY
4112,90.92,91.34,89.1,289095000,2009-05-28,SPY
4113,92.53,93.7,90.68,258641500,2009-05-29,SPY
4114,94.77,95.17,93.43,276246800,2009-06-01,SPY
4115,94.85,95.37,94.23,230874500,2009-06-02,SPY
4116,93.65,94.13,92.76,235310500,2009-06-03,SPY
4117,94.53,94.67,93.3,210102300,2009-06-04,SPY
4118,94.55,95.67,93.8,284257900,2009-06-05,SPY
4119,94.16,95.1,93.04,238565100,2009-06-08,SPY
4120,94.64,95.14,94.02,225125500,2009-06-09,SPY
4121,94.4,95.49,93.19,296100400,2009-06-10,SPY
4122,94.82,96.11,94.56,275414200,2009-06-11,SPY
4123,95.08,95.14,94.0,184361800,2009-06-12,SPY
4124,92.9,94.02,92.4,224190500,2009-06-15,SPY
4125,91.64,93.29,91.58,227319000,2009-06-16,SPY
4126,91.55,92.33,90.83,223445200,2009-06-17,SPY
4127,92.22,92.67,91.25,211725100,2009-06-18,SPY
4128,92.04,92.7,91.52,215655600,2009-06-19,SPY
4129,89.28,91.19,89.25,251913600,2009-06-22,SPY
4130,89.35,89.88,88.85,188309800,2009-06-23,SPY
4131,90.12,91.08,89.6,211577700,2009-06-24,SPY
4132,92.08,92.17,89.57,279411000,2009-06-25,SPY
4133,91.84,92.24,91.27,167579000,2009-06-26,SPY
4134,92.7,92.82,91.6,168481300,2009-06-29,SPY
4135,91.95,93.06,91.27,228888200,2009-06-30,SPY
4136,92.33,93.23,92.21,173041100,2009-07-01,SPY
4137,89.81,92.36,89.76,212309900,2009-07-02,SPY
4138,89.8,89.93,88.66,174499600,2009-07-06,SPY
4139,88.06,89.82,88.0,197088900,2009-07-07,SPY
4140,88.0,88.8,87.0,248050500,2009-07-08,SPY
4141,88.17,88.9,87.91,163777600,2009-07-09,SPY
4142,87.96,88.49,87.35,173520300,2009-07-10,SPY
4143,90.1,90.17,87.59,217413500,2009-07-13,SPY
4144,90.61,90.69,89.73,181487400,2009-07-14,SPY
4145,93.26,93.51,90.68,220877900,2009-07-15,SPY
4146,93.11,94.51,92.82,231174500,2009-07-16,SPY
4147,94.13,94.32,93.54,138561700,2009-07-17,SPY
4148,95.13,95.29,94.19,164179400,2009-07-20,SPY
4149,95.57,95.9,94.42,217718300,2009-07-21,SPY
4150,95.55,96.13,94.89,196068100,2009-07-22,SPY
4151,97.66,98.08,95.53,258795500,2009-07-23,SPY
4152,98.06,98.14,96.69,154003100,2009-07-24,SPY
4153,98.35,98.4,97.34,159259400,2009-07-27,SPY
4154,97.89,98.37,97.06,186685200,2009-07-28,SPY
4155,97.65,98.09,96.98,194399300,2009-07-29,SPY
4156,98.67,99.83,98.6,225575400,2009-07-30,SPY
4157,98.81,99.47,98.38,207358000,2009-07-31,SPY
4158,100.44,100.53,99.31,175776900,2009-08-03,SPY
4159,100.7,100.84,99.78,176714600,2009-08-04,SPY
4160,100.41,100.86,99.58,184726400,2009-08-05,SPY
4161,99.89,101.02,99.42,193203800,2009-08-06,SPY
4162,101.2,102.03,100.39,220640900,2009-08-07,SPY
4163,100.99,101.22,100.27,130898700,2009-08-10,SPY
4164,99.73,100.61,99.46,157301000,2009-08-11,SPY
4165,100.8,101.56,99.51,219052400,2009-08-12,SPY
4166,101.57,101.61,100.26,176449500,2009-08-13,SPY
4167,100.79,101.6,99.7,199616100,2009-08-14,SPY
4168,98.31,98.95,98.11,237667500,2009-08-17,SPY
4169,99.09,99.44,98.35,173461500,2009-08-18,SPY
4170,99.96,100.3,98.21,192812800,2009-08-19,SPY
4171,100.99,101.22,99.87,174131300,2009-08-20,SPY
4172,102.97,103.13,101.62,224605000,2009-08-21,SPY
4173,102.96,103.95,102.59,191279000,2009-08-24,SPY
4174,103.16,104.26,102.94,215310600,2009-08-25,SPY
4175,103.17,103.64,102.49,194620700,2009-08-26,SPY
4176,103.4,103.72,101.94,196230100,2009-08-27,SPY
4177,103.38,104.35,102.67,147024400,2009-08-28,SPY
4178,102.46,102.58,101.79,176051600,2009-08-31,SPY
4179,100.2,103.24,99.99,321276800,2009-09-01,SPY
4180,99.82,100.44,99.57,171805000,2009-09-02,SPY
4181,100.65,100.77,99.59,143572300,2009-09-03,SPY
4182,102.06,102.09,100.55,142687900,2009-09-04,SPY
4183,102.94,103.05,102.39,132909100,2009-09-08,SPY
4184,103.73,104.08,102.8,154612500,2009-09-09,SPY
4185,104.79,104.86,103.22,162902400,2009-09-10,SPY
4186,104.77,105.3,104.28,152360100,2009-09-11,SPY
4187,105.28,105.46,103.15,149593800,2009-09-14,SPY
4188,105.72,106.11,104.76,196795900,2009-09-15,SPY
4189,107.32,107.34,105.73,206406300,2009-09-16,SPY
4190,107.16,108.06,106.57,229170900,2009-09-17,SPY
4191,106.72,107.16,106.36,153799100,2009-09-18,SPY
4192,106.45,107.0,105.66,151892000,2009-09-21,SPY
4193,107.07,107.37,106.6,143126700,2009-09-22,SPY
4194,106.18,108.03,105.99,225947400,2009-09-23,SPY
4195,105.01,106.64,104.55,228636800,2009-09-24,SPY
4196,104.45,105.36,104.09,204059000,2009-09-25,SPY
4197,106.32,106.55,104.83,118285800,2009-09-28,SPY
4198,106.0,107.02,105.78,133733900,2009-09-29,SPY
4199,105.59,106.46,104.62,254383000,2009-09-30,SPY
4200,102.97,105.73,102.95,281840600,2009-10-01,SPY
4201,102.49,103.1,101.99,224748800,2009-10-02,SPY
4202,104.02,104.32,102.6,149875000,2009-10-05,SPY
4203,105.51,106.11,104.71,202491100,2009-10-06,SPY
4204,105.8,105.91,105.07,159200300,2009-10-07,SPY
4205,106.61,107.17,105.85,183305800,2009-10-08,SPY
4206,107.26,107.26,106.36,135008300,2009-10-09,SPY
4207,107.68,108.09,107.28,118031000,2009-10-12,SPY
4208,107.46,107.71,106.76,157692700,2009-10-13,SPY
4209,109.31,109.42,107.42,191421600,2009-10-14,SPY
4210,109.71,109.71,108.73,173873600,2009-10-15,SPY
4211,108.89,109.27,108.23,192069400,2009-10-16,SPY
4212,109.79,110.13,108.73,159530400,2009-10-19,SPY
4213,109.21,109.99,108.68,180921100,2009-10-20,SPY
4214,108.23,110.31,108.15,225379300,2009-10-21,SPY
4215,109.33,109.68,107.5,238444000,2009-10-22,SPY
4216,108.08,109.76,107.63,240033200,2009-10-23,SPY
4217,106.91,109.31,106.61,242028200,2009-10-26,SPY
4218,106.42,107.39,106.16,253266300,2009-10-27,SPY
4219,104.41,106.48,104.35,248821400,2009-10-28,SPY
4220,106.65,106.86,104.94,198110600,2009-10-29,SPY
4221,103.56,106.62,103.44,325608100,2009-10-30,SPY
4222,104.32,105.41,103.08,254222900,2009-11-02,SPY
4223,104.65,104.8,103.54,228362600,2009-11-03,SPY
4224,104.92,106.33,104.65,247996700,2009-11-04,SPY
4225,106.85,106.88,105.44,180015300,2009-11-05,SPY
4226,107.13,107.4,106.05,170954100,2009-11-06,SPY
4227,109.57,109.63,107.87,159495700,2009-11-09,SPY
4228,109.59,109.93,108.97,171899800,2009-11-10,SPY
4229,110.15,110.82,109.62,169466200,2009-11-11,SPY
4230,109.03,110.57,108.75,157144500,2009-11-12,SPY
4231,109.62,110.09,108.75,150963000,2009-11-13,SPY
4232,111.21,111.69,110.32,210922200,2009-11-16,SPY
4233,111.34,111.39,110.5,147134100,2009-11-17,SPY
4234,111.27,111.43,110.57,156486800,2009-11-18,SPY
4235,109.82,111.31,109.13,208734600,2009-11-19,SPY
4236,109.43,109.76,109.01,134196000,2009-11-20,SPY
4237,110.82,111.74,110.6,148010200,2009-11-23,SPY
4238,110.99,111.2,110.01,138420100,2009-11-24,SPY
4239,111.38,111.5,110.82,109564800,2009-11-25,SPY
4240,109.57,110.32,108.29,126001800,2009-11-27,SPY
4241,109.94,110.2,108.12,160874800,2009-11-30,SPY
4242,111.3,111.66,110.73,159613700,2009-12-01,SPY
4243,111.25,112.01,110.92,132315100,2009-12-02,SPY
4244,110.38,112.18,110.29,167324900,2009-12-03,SPY
4245,111.01,112.38,110.04,274907800,2009-12-04,SPY
4246,110.84,111.53,110.49,127973800,2009-12-07,SPY
4247,109.61,110.77,109.27,169863700,2009-12-08,SPY
4248,110.02,110.18,109.02,155063400,2009-12-09,SPY
4249,110.64,111.12,110.45,138014600,2009-12-10,SPY
4250,111.11,111.36,110.61,124854000,2009-12-11,SPY
4251,111.87,112.0,111.13,107141500,2009-12-14,SPY
4252,111.35,111.92,111.0,120408800,2009-12-15,SPY
4253,111.52,112.13,111.27,155358200,2009-12-16,SPY
4254,110.18,110.93,110.08,183390100,2009-12-17,SPY
4255,110.21,110.3,109.28,174591200,2009-12-18,SPY
4256,111.33,111.7,110.76,118039600,2009-12-21,SPY
4257,111.73,111.97,111.43,91707500,2009-12-22,SPY
4258,111.95,112.11,111.5,111783100,2009-12-23,SPY
4259,112.48,112.6,112.0,39677500,2009-12-24,SPY
4260,112.72,112.99,112.32,87508500,2009-12-28,SPY
4261,112.56,113.03,112.55,80572500,2009-12-29,SPY
4262,112.52,112.65,112.17,73138400,2009-12-30,SPY
4263,111.44,112.8,111.39,90637900,2009-12-31,SPY
4264,113.33,113.39,111.51,118944600,2010-01-04,SPY
4265,113.63,113.68,112.85,111579900,2010-01-05,SPY
4266,113.71,113.99,113.43,116074400,2010-01-06,SPY
4267,114.19,114.33,113.18,131091100,2010-01-07,SPY
4268,114.57,114.62,113.66,126402800,2010-01-08,SPY
4269,114.73,115.13,114.24,106375700,2010-01-11,SPY
4270,113.66,114.21,113.22,163333500,2010-01-12,SPY
4271,114.62,114.94,113.37,161822000,2010-01-13,SPY
4272,114.93,115.14,114.42,115718800,2010-01-14,SPY
4273,113.64,114.84,113.2,212283100,2010-01-15,SPY
4274,115.06,115.13,113.59,139172700,2010-01-19,SPY
4275,113.89,114.45,112.98,216490200,2010-01-20,SPY
4276,111.7,114.27,111.56,344859600,2010-01-21,SPY
4277,109.21,111.74,109.09,345942400,2010-01-22,SPY
4278,109.77,110.41,109.41,186937500,2010-01-25,SPY
4279,109.31,110.47,109.04,211168800,2010-01-26,SPY
4280,109.83,110.08,108.33,271863600,2010-01-27,SPY
4281,108.57,110.25,107.91,316104000,2010-01-28,SPY
4282,107.39,109.8,107.22,310677600,2010-01-29,SPY
4283,109.06,109.07,107.5,187865000,2010-02-01,SPY
4284,110.38,110.59,108.88,216327900,2010-02-02,SPY
4285,109.83,110.48,109.51,172730700,2010-02-03,SPY
4286,106.44,109.03,106.42,356715700,2010-02-04,SPY
4287,106.66,106.88,104.58,493585800,2010-02-05,SPY
4288,105.89,107.33,105.81,224166900,2010-02-08,SPY
4289,107.22,108.15,106.27,337820500,2010-02-09,SPY
4290,107.01,107.6,106.11,240511500,2010-02-10,SPY
4291,108.13,108.25,106.25,223591600,2010-02-11,SPY
4292,108.04,108.1,106.51,304622100,2010-02-12,SPY
4293,109.74,109.85,107.82,159317500,2010-02-16,SPY
4294,110.26,110.41,109.74,168845100,2010-02-17,SPY
4295,110.91,111.14,110.04,193708600,2010-02-18,SPY
4296,111.14,111.57,110.36,222684900,2010-02-19,SPY
4297,111.16,111.58,110.83,132346900,2010-02-22,SPY
4298,109.81,111.2,109.52,207497000,2010-02-23,SPY
4299,110.82,111.0,109.86,176350700,2010-02-24,SPY
4300,110.67,110.75,108.94,259634700,2010-02-25,SPY
4301,110.74,111.12,110.11,173589300,2010-02-26,SPY
4302,111.89,112.0,111.17,147709700,2010-03-01,SPY
4303,112.2,112.74,112.0,160992400,2010-03-02,SPY
4304,112.3,112.97,112.02,150785000,2010-03-03,SPY
4305,112.64,112.8,112.03,135770400,2010-03-04,SPY
4306,114.25,114.34,113.1,176118800,2010-03-05,SPY
4307,114.27,114.52,114.07,114631200,2010-03-08,SPY
4308,114.46,114.99,113.87,154556700,2010-03-09,SPY
4309,114.97,115.28,114.41,186088800,2010-03-10,SPY
4310,115.45,115.48,114.35,160791100,2010-03-11,SPY
4311,115.46,115.97,115.14,162074800,2010-03-12,SPY
4312,115.49,115.57,114.6,146816800,2010-03-15,SPY
4313,116.41,116.52,115.49,168673000,2010-03-16,SPY
4314,117.1,117.48,116.42,177468100,2010-03-17,SPY
4315,117.04,117.27,116.57,196509100,2010-03-18,SPY
4316,115.97,117.29,115.52,226641100,2010-03-19,SPY
4317,116.59,116.8,115.24,184477800,2010-03-22,SPY
4318,117.41,117.51,116.38,182941600,2010-03-23,SPY
4319,116.84,117.43,115.58,196072600,2010-03-24,SPY
4320,116.65,118.17,116.51,223396300,2010-03-25,SPY
4321,116.58,117.42,116.12,205808500,2010-03-26,SPY
4322,117.32,117.53,116.69,134513500,2010-03-29,SPY
4323,117.4,117.83,116.91,145772500,2010-03-30,SPY
4324,117.0,117.52,116.61,161078700,2010-03-31,SPY
4325,117.8,118.25,117.1,161215200,2010-04-01,SPY
4326,118.76,118.84,117.92,105847600,2010-04-05,SPY
4327,119.04,119.25,118.29,110384200,2010-04-06,SPY
4328,118.36,119.36,117.81,184576300,2010-04-07,SPY
4329,118.77,118.97,117.6,158704000,2010-04-08,SPY
4330,119.55,119.6,118.8,133006500,2010-04-09,SPY
4331,119.74,120.05,119.56,110279000,2010-04-12,SPY
4332,119.83,120.04,119.0,125043600,2010-04-13,SPY
4333,121.19,121.19,120.08,161609000,2010-04-14,SPY
4334,121.29,121.57,120.95,144615300,2010-04-15,SPY
4335,119.36,121.29,118.75,366786700,2010-04-16,SPY
4336,119.81,119.93,118.47,217947800,2010-04-19,SPY
4337,120.88,120.98,119.87,157708000,2010-04-20,SPY
4338,120.66,121.23,119.99,192910100,2010-04-21,SPY
4339,121.02,121.17,119.12,115360300,2010-04-22,SPY
4340,121.81,121.86,120.63,177335500,2010-04-23,SPY
4341,121.35,122.12,121.23,143457300,2010-04-26,SPY
4342,118.48,121.34,118.25,355853300,2010-04-27,SPY
4343,119.38,119.68,118.27,300674100,2010-04-28,SPY
4344,120.86,121.11,120.07,193775000,2010-04-29,SPY
4345,118.81,121.01,118.78,270000900,2010-04-30,SPY
4346,120.35,120.68,119.2,182747900,2010-05-03,SPY
4347,117.52,119.03,116.92,360353400,2010-05-04,SPY
4348,116.82,117.8,115.97,328973200,2010-05-05,SPY
4349,112.94,117.0,105.0,647356600,2010-05-06,SPY
4350,111.26,113.77,109.41,637558800,2010-05-07,SPY
4351,116.16,116.65,114.91,396159600,2010-05-10,SPY
4352,115.83,117.36,114.91,317849800,2010-05-11,SPY
4353,117.45,117.62,116.09,235607100,2010-05-12,SPY
4354,115.99,117.68,115.89,234452500,2010-05-13,SPY
4355,113.89,115.33,112.87,345601400,2010-05-14,SPY
4356,113.95,114.52,111.77,325739800,2010-05-17,SPY
4357,112.4,115.22,112.03,360556800,2010-05-18,SPY
4358,111.76,112.77,110.36,394742700,2010-05-19,SPY
4359,107.54,109.89,107.47,530418300,2010-05-20,SPY
4360,109.11,109.38,105.36,500909400,2010-05-21,SPY
4361,107.71,109.39,107.61,269823000,2010-05-24,SPY
4362,107.82,107.87,104.38,396505200,2010-05-25,SPY
4363,107.17,109.47,106.85,349719300,2010-05-26,SPY
4364,110.76,110.8,108.78,300870500,2010-05-27,SPY
4365,109.37,110.72,108.85,297933500,2010-05-28,SPY
4366,107.53,109.95,107.37,277909400,2010-06-01,SPY
4367,110.33,110.34,107.51,240243700,2010-06-02,SPY
4368,110.71,111.06,109.58,226618300,2010-06-03,SPY
4369,106.82,109.33,106.46,398475600,2010-06-04,SPY
4370,105.49,107.61,105.41,264609100,2010-06-07,SPY
4371,106.62,106.83,104.65,357774300,2010-06-08,SPY
4372,106.05,108.28,105.6,268023300,2010-06-09,SPY
4373,109.15,109.28,106.04,317890600,2010-06-10,SPY
4374,109.68,109.75,108.12,214128200,2010-06-11,SPY
4375,109.51,111.12,109.4,207196100,2010-06-14,SPY
4376,112.0,112.1,110.09,238268700,2010-06-15,SPY
4377,111.96,112.42,111.2,216374000,2010-06-16,SPY
4378,112.14,112.33,111.05,263185800,2010-06-17,SPY
4379,111.73,112.13,111.37,174006600,2010-06-18,SPY
4380,111.41,113.2,110.79,213140700,2010-06-21,SPY
4381,109.57,111.9,109.41,239355400,2010-06-22,SPY
4382,109.23,110.03,108.48,254639900,2010-06-23,SPY
4383,107.42,108.83,107.14,268523600,2010-06-24,SPY
4384,107.87,108.42,106.77,238726500,2010-06-25,SPY
4385,107.53,108.32,107.14,169218600,2010-06-28,SPY
4386,104.21,107.51,103.55,373649500,2010-06-29,SPY
4387,103.22,104.88,102.88,284101700,2010-06-30,SPY
4388,102.76,103.49,101.13,382924800,2010-07-01,SPY
4389,102.2,103.42,101.62,233385200,2010-07-02,SPY
4390,102.87,104.37,101.88,256935300,2010-07-06,SPY
4391,106.11,106.24,103.02,253769400,2010-07-07,SPY
4392,107.16,107.28,105.91,210842100,2010-07-08,SPY
4393,107.96,107.97,106.93,144999900,2010-07-09,SPY
4394,108.03,108.24,107.15,131283600,2010-07-12,SPY
4395,109.66,110.09,108.93,213025900,2010-07-13,SPY
4396,109.65,110.08,108.86,184426800,2010-07-14,SPY
4397,109.68,110.06,108.17,232337900,2010-07-15,SPY
4398,106.66,109.21,106.45,282693400,2010-07-16,SPY
4399,107.29,107.63,106.22,186709000,2010-07-19,SPY
4400,108.48,108.56,105.82,258162400,2010-07-20,SPY
4401,107.07,109.07,106.63,264527000,2010-07-21,SPY
4402,109.46,109.94,108.33,274781300,2010-07-22,SPY
4403,110.41,110.57,108.93,222020800,2010-07-23,SPY
4404,111.56,111.67,110.29,184445700,2010-07-26,SPY
4405,111.55,112.29,111.11,204855600,2010-07-27,SPY
4406,110.83,111.66,110.46,163056200,2010-07-28,SPY
4407,110.29,111.82,109.41,220149100,2010-07-29,SPY
4408,110.27,110.86,108.98,220070600,2010-07-30,SPY
4409,112.76,112.94,111.54,188263200,2010-08-02,SPY
4410,112.22,112.77,111.85,146657300,2010-08-03,SPY
4411,112.97,113.11,112.16,158171700,2010-08-04,SPY
4412,112.85,112.91,112.08,140473800,2010-08-05,SPY
4413,112.39,112.57,110.92,239728300,2010-08-06,SPY
4414,112.99,113.18,112.32,120800400,2010-08-09,SPY
4415,112.38,112.98,111.37,242916300,2010-08-10,SPY
4416,109.3,110.69,109.12,273406900,2010-08-11,SPY
4417,108.63,109.02,107.6,239542600,2010-08-12,SPY
4418,108.31,108.96,108.18,158698500,2010-08-13,SPY
4419,108.26,108.61,107.18,147895300,2010-08-16,SPY
4420,109.59,110.39,108.88,172270300,2010-08-17,SPY
4421,109.79,110.38,108.91,182922100,2010-08-18,SPY
4422,107.88,109.49,107.43,265847600,2010-08-19,SPY
4423,107.53,107.94,106.75,209714200,2010-08-20,SPY
4424,107.12,108.57,107.07,163490300,2010-08-23,SPY
4425,105.53,106.39,104.97,280677800,2010-08-24,SPY
4426,105.94,106.34,104.29,272234800,2010-08-25,SPY
4427,105.23,106.58,104.88,224439500,2010-08-26,SPY
4428,106.86,106.97,104.31,272649000,2010-08-27,SPY
4429,105.31,106.91,105.3,167238600,2010-08-30,SPY
4430,105.31,105.98,104.49,273933100,2010-08-31,SPY
4431,108.46,108.61,106.66,256828100,2010-09-01,SPY
4432,109.47,109.49,108.49,156112200,2010-09-02,SPY
4433,110.89,110.99,109.95,212197300,2010-09-03,SPY
4434,109.64,110.51,109.55,141973700,2010-09-07,SPY
4435,110.41,110.85,109.81,149924400,2010-09-08,SPY
4436,110.92,111.68,110.62,147017900,2010-09-09,SPY
4437,111.48,111.61,110.87,127819000,2010-09-10,SPY
4438,112.72,112.95,112.13,178503500,2010-09-13,SPY
4439,112.65,113.29,112.08,209823600,2010-09-14,SPY
4440,113.08,113.21,111.98,168608400,2010-09-15,SPY
4441,113.05,113.12,112.35,199962900,2010-09-16,SPY
4442,112.49,113.15,112.18,195836900,2010-09-17,SPY
4443,114.21,114.46,112.52,214555200,2010-09-20,SPY
4444,113.98,114.84,113.51,268389100,2010-09-21,SPY
4445,113.42,114.44,113.1,191322400,2010-09-22,SPY
4446,112.5,113.67,112.18,202354300,2010-09-23,SPY
4447,114.82,114.9,113.65,209671800,2010-09-24,SPY
4448,114.27,114.99,114.16,128761800,2010-09-27,SPY
4449,114.67,115.04,113.18,209207500,2010-09-28,SPY
4450,114.47,114.91,114.02,179665800,2010-09-29,SPY
4451,114.13,115.79,113.59,287106700,2010-09-30,SPY
4452,114.61,115.12,113.93,174638700,2010-10-01,SPY
4453,113.75,114.85,113.18,166153200,2010-10-04,SPY
4454,116.04,116.32,114.67,229634100,2010-10-05,SPY
4455,116.03,116.33,115.56,148626600,2010-10-06,SPY
4456,115.89,116.53,115.19,164860000,2010-10-07,SPY
4457,116.54,116.86,115.61,177760100,2010-10-08,SPY
4458,116.65,116.97,116.25,103098300,2010-10-11,SPY
4459,117.01,117.35,115.65,182210000,2010-10-12,SPY
4460,117.92,118.55,117.38,194347200,2010-10-13,SPY
4461,117.46,118.01,116.72,217764300,2010-10-14,SPY
4462,117.7,118.35,116.76,243705000,2010-10-15,SPY
4463,118.28,118.67,117.31,141204800,2010-10-18,SPY
4464,116.73,117.85,116.02,280604700,2010-10-19,SPY
4465,117.87,118.44,116.87,200051800,2010-10-20,SPY
4466,118.13,119.09,117.21,221585500,2010-10-21,SPY
4467,118.35,118.53,118.0,108212400,2010-10-22,SPY
4468,118.7,119.76,118.61,151145700,2010-10-25,SPY
4469,118.72,118.84,117.87,158982900,2010-10-26,SPY
4470,118.38,118.51,117.26,190024000,2010-10-27,SPY
4471,118.4,119.11,117.83,168576000,2010-10-28,SPY
4472,118.49,118.72,118.07,144305500,2010-10-29,SPY
4473,118.53,119.75,117.85,174074800,2010-11-01,SPY
4474,119.47,119.75,119.1,158345900,2010-11-02,SPY
4475,119.95,120.02,118.45,226702800,2010-11-03,SPY
