,close,high,low,volume,date,ticker
1715,139.75,139.98,137.13,11802900,1999-11-12,SPY
1716,140.08,140.25,139.41,2187500,1999-11-15,SPY
1717,141.25,143.0,140.09,7544800,1999-11-16,SPY
1718,141.63,142.94,141.31,9459000,1999-11-17,SPY
1719,142.63,143.0,141.63,4491000,1999-11-18,SPY
1720,142.5,142.97,142.0,4832100,1999-11-19,SPY
1721,142.47,143.0,141.5,4155400,1999-11-22,SPY
1722,141.22,142.84,140.38,5918000,1999-11-23,SPY
1723,141.97,142.44,140.0,4459700,1999-11-24,SPY
1724,141.44,142.88,141.25,1693900,1999-11-26,SPY
1725,140.94,141.92,140.44,7348600,1999-11-29,SPY
1726,139.28,142.31,139.0,7682000,1999-11-30,SPY
1727,140.41,140.5,139.0,6980200,1999-12-01,SPY
1728,141.25,141.38,140.38,6698300,1999-12-02,SPY
1729,143.84,145.34,143.03,10045400,1999-12-03,SPY
1730,142.78,143.72,142.25,3138900,1999-12-06,SPY
1731,141.63,143.31,141.38,10714200,1999-12-07,SPY
1732,140.72,142.06,140.5,4611400,1999-12-08,SPY
1733,141.41,142.22,139.38,6474700,1999-12-09,SPY
1734,141.88,142.81,140.88,5127300,1999-12-10,SPY
1735,142.13,142.72,141.28,4210800,1999-12-13,SPY
1736,140.75,142.48,140.63,5739000,1999-12-14,SPY
1737,141.5,142.2,140.03,6879100,1999-12-15,SPY
1738,142.13,142.66,141.16,5854900,1999-12-16,SPY
1739,142.69,143.31,142.06,4775400,1999-12-17,SPY
1740,141.66,143.19,141.09,4608700,1999-12-20,SPY
1741,143.81,144.06,141.34,7981300,1999-12-21,SPY
1742,144.19,144.19,142.97,5377500,1999-12-22,SPY
1743,146.48,146.48,145.0,5721700,1999-12-23,SPY
1744,146.28,146.78,145.06,2691000,1999-12-27,SPY
1745,146.19,146.5,145.48,4084500,1999-12-28,SPY
1746,146.81,146.81,145.31,3001000,1999-12-29,SPY
1747,146.64,147.56,146.19,3641300,1999-12-30,SPY
1748,146.88,147.5,146.25,3172700,1999-12-31,SPY
1749,145.44,148.25,143.88,8164300,2000-01-03,SPY
1750,139.75,144.06,139.64,8089800,2000-01-04,SPY
1751,140.0,141.53,137.25,12177900,2000-01-05,SPY
1752,137.75,141.5,137.75,6227200,2000-01-06,SPY
1753,145.75,145.75,140.06,8066500,2000-01-07,SPY
1754,146.25,146.91,145.03,5741700,2000-01-10,SPY
1755,144.5,146.09,143.5,7503700,2000-01-11,SPY
1756,143.06,144.59,142.88,6907700,2000-01-12,SPY
1757,145.0,145.75,143.28,5158300,2000-01-13,SPY
1758,146.97,147.47,145.97,7437300,2000-01-14,SPY
1759,145.81,146.63,145.19,6488500,2000-01-18,SPY
1760,147.0,147.0,145.0,6157900,2000-01-19,SPY
1761,144.75,146.97,143.81,5800100,2000-01-20,SPY
1762,144.44,145.5,144.06,6244800,2000-01-21,SPY
1763,140.34,145.84,139.41,7896900,2000-01-24,SPY
1764,141.94,141.94,139.0,9942500,2000-01-25,SPY
1765,140.81,141.55,140.09,5158100,2000-01-26,SPY
1766,140.25,142.22,138.13,10922700,2000-01-27,SPY
1767,135.88,140.06,135.53,11916200,2000-01-28,SPY
1768,139.56,139.67,135.0,10768700,2000-01-31,SPY
1769,140.94,141.69,138.53,8419900,2000-02-01,SPY
1770,141.06,142.25,140.38,6205900,2000-02-02,SPY
1771,143.19,143.25,140.0,7997500,2000-02-03,SPY
1772,142.59,144.0,142.13,4925400,2000-02-04,SPY
1773,142.38,142.78,141.44,5845800,2000-02-07,SPY
1774,144.31,144.56,143.63,4936400,2000-02-08,SPY
1775,141.28,144.47,141.27,8511500,2000-02-09,SPY
1776,141.56,142.56,140.88,6690600,2000-02-10,SPY
1777,138.69,141.94,138.03,9849800,2000-02-11,SPY
1778,139.5,139.78,138.31,8528800,2000-02-14,SPY
1779,141.08,141.22,137.8,11078300,2000-02-15,SPY
1780,139.0,140.94,138.8,8845400,2000-02-16,SPY
1781,138.28,140.44,138.22,7584200,2000-02-17,SPY
1782,135.31,138.88,134.63,9409200,2000-02-18,SPY
1783,134.97,136.34,133.53,16415400,2000-02-22,SPY
1784,136.56,137.47,134.5,12119000,2000-02-23,SPY
1785,133.81,137.03,133.09,17375000,2000-02-24,SPY
1786,133.33,136.72,133.13,10559900,2000-02-25,SPY
1787,136.13,136.69,132.72,13397800,2000-02-28,SPY
1788,137.44,137.44,135.75,8242500,2000-02-29,SPY
1789,138.44,139.0,137.22,6868000,2000-03-01,SPY
1790,138.53,139.13,137.34,7600200,2000-03-02,SPY
1791,141.13,141.72,139.72,12770300,2000-03-03,SPY
1792,139.75,141.34,138.75,11967100,2000-03-06,SPY
1793,137.05,140.16,135.22,20062000,2000-03-07,SPY
1794,136.88,137.84,135.03,11808500,2000-03-08,SPY
1795,140.88,140.88,136.13,5500900,2000-03-09,SPY
1796,140.13,142.0,139.53,7924600,2000-03-10,SPY
1797,138.59,140.47,135.69,10540500,2000-03-13,SPY
1798,136.63,140.09,136.16,8263900,2000-03-14,SPY
1799,139.81,140.44,136.06,10300800,2000-03-15,SPY
1800,146.34,146.84,140.88,25601400,2000-03-16,SPY
1801,146.94,148.0,145.44,10272900,2000-03-17,SPY
1802,146.19,147.34,144.78,12502300,2000-03-20,SPY
1803,149.19,149.75,144.5,13612600,2000-03-21,SPY
1804,150.09,150.84,148.69,8260000,2000-03-22,SPY
1805,152.66,153.47,149.16,11654500,2000-03-23,SPY
1806,153.56,155.75,151.72,11462900,2000-03-24,SPY
1807,151.94,153.78,151.81,8798600,2000-03-27,SPY
1808,151.06,152.98,150.59,6334400,2000-03-28,SPY
1809,151.22,152.48,149.66,6747500,2000-03-29,SPY
1810,148.69,151.92,147.13,9491900,2000-03-30,SPY
1811,150.38,152.31,148.44,9249100,2000-03-31,SPY
1812,151.25,151.25,148.69,8508200,2000-04-03,SPY
1813,150.13,153.0,141.39,19585500,2000-04-04,SPY
1814,149.19,150.81,147.63,8387200,2000-04-05,SPY
1815,150.48,151.69,149.0,6378500,2000-04-06,SPY
1816,151.44,152.13,150.5,6023600,2000-04-07,SPY
1817,150.84,153.11,150.31,9624200,2000-04-10,SPY
1818,150.41,151.63,148.38,9006400,2000-04-11,SPY
1819,146.28,151.16,146.16,10779200,2000-04-12,SPY
1820,144.25,148.16,143.78,12225800,2000-04-13,SPY
1821,136.0,142.81,133.5,29604000,2000-04-14,SPY
1822,140.75,140.75,134.69,23918200,2000-04-17,SPY
1823,144.47,144.47,139.78,11069200,2000-04-18,SPY
1824,143.13,145.13,142.53,6553700,2000-04-19,SPY
1825,143.81,143.94,142.38,8537600,2000-04-20,SPY
1826,142.25,143.31,140.5,12893100,2000-04-24,SPY
1827,148.16,148.16,144.44,14102000,2000-04-25,SPY
1828,146.48,148.75,146.0,7711100,2000-04-26,SPY
1829,146.0,147.34,143.0,15595300,2000-04-27,SPY
1830,145.09,147.86,145.06,8743400,2000-04-28,SPY
1831,147.06,148.48,145.84,7328300,2000-05-01,SPY
1832,144.13,147.13,144.13,9411900,2000-05-02,SPY
1833,140.75,144.0,139.78,12630700,2000-05-03,SPY
1834,141.81,142.36,140.75,5963600,2000-05-04,SPY
1835,143.53,144.0,140.94,7862400,2000-05-05,SPY
1836,142.45,143.38,141.84,5064100,2000-05-08,SPY
1837,141.31,143.41,140.27,5620300,2000-05-09,SPY
1838,138.13,140.97,137.75,10293900,2000-05-10,SPY
1839,141.28,141.5,139.13,7091100,2000-05-11,SPY
1840,142.81,143.47,141.63,5960800,2000-05-12,SPY
1841,145.28,145.61,142.0,4441300,2000-05-15,SPY
1842,146.69,147.72,145.31,8192200,2000-05-16,SPY
1843,145.16,146.19,144.47,5907200,2000-05-17,SPY
1844,143.38,146.31,143.38,4325600,2000-05-18,SPY
1845,141.13,143.23,140.41,6518400,2000-05-19,SPY
1846,140.06,141.47,137.0,10839400,2000-05-22,SPY
1847,138.0,140.81,137.56,7979200,2000-05-23,SPY
1848,140.25,140.69,136.5,11081500,2000-05-24,SPY
1849,137.84,141.81,137.72,8278900,2000-05-25,SPY
1850,138.0,139.69,137.33,4814000,2000-05-26,SPY
1851,142.5,142.94,139.47,5362700,2000-05-30,SPY
1852,142.81,144.0,142.09,6056500,2000-05-31,SPY
1853,145.31,145.44,143.0,8961600,2000-06-01,SPY
1854,147.84,149.09,147.48,8962200,2000-06-02,SPY
1855,147.13,148.22,146.88,6998100,2000-06-05,SPY
1856,146.47,147.78,145.91,4858900,2000-06-06,SPY
1857,147.48,148.0,146.0,4919500,2000-06-07,SPY
1858,146.91,147.75,146.06,5723100,2000-06-08,SPY
1859,146.59,147.97,145.63,3085300,2000-06-09,SPY
1860,144.88,146.97,144.88,3678900,2000-06-12,SPY
1861,147.59,147.75,144.63,6558700,2000-06-13,SPY
1862,147.84,148.88,147.19,6420500,2000-06-14,SPY
1863,148.16,148.75,146.84,5881200,2000-06-15,SPY
1864,146.59,148.31,145.88,5567900,2000-06-16,SPY
1865,148.47,149.16,146.25,5106900,2000-06-19,SPY
1866,147.94,148.88,147.0,6480000,2000-06-20,SPY
1867,147.88,148.44,146.89,3115000,2000-06-21,SPY
1868,145.63,147.69,145.0,7490500,2000-06-22,SPY
1869,144.38,146.13,143.88,4863300,2000-06-23,SPY
1870,146.23,146.25,144.88,5201300,2000-06-26,SPY
1871,145.16,146.72,145.02,4159500,2000-06-27,SPY
1872,145.56,146.98,145.31,5347700,2000-06-28,SPY
1873,144.19,145.75,143.52,6345700,2000-06-29,SPY
1874,145.28,145.59,143.89,7420200,2000-06-30,SPY
1875,147.28,147.44,145.19,1436600,2000-07-03,SPY
1876,144.63,146.66,144.38,2748200,2000-07-05,SPY
1877,145.75,146.47,144.22,5963200,2000-07-06,SPY
1878,148.09,148.78,146.25,3034800,2000-07-07,SPY
1879,147.84,148.91,147.53,2816100,2000-07-10,SPY
1880,148.16,149.13,147.16,5431600,2000-07-11,SPY
1881,149.13,150.13,148.69,5883000,2000-07-12,SPY
1882,149.78,150.38,149.19,5356000,2000-07-13,SPY
1883,151.25,151.25,149.67,5341900,2000-07-14,SPY
1884,151.0,151.98,150.69,4208300,2000-07-17,SPY
1885,149.77,150.63,149.34,4262100,2000-07-18,SPY
1886,148.56,149.91,148.25,8506800,2000-07-19,SPY
1887,150.63,150.63,148.81,4538900,2000-07-20,SPY
1888,147.69,149.75,147.69,5656900,2000-07-21,SPY
1889,146.84,148.86,146.56,5628500,2000-07-24,SPY
1890,147.31,147.84,146.78,4757100,2000-07-25,SPY
1891,145.88,147.16,145.64,12062500,2000-07-26,SPY
1892,145.38,146.63,144.69,7652600,2000-07-27,SPY
1893,142.09,145.91,141.52,6229500,2000-07-28,SPY
1894,143.0,144.13,142.06,5265500,2000-07-31,SPY
1895,143.88,144.72,143.13,3946600,2000-08-01,SPY
1896,144.59,145.41,143.63,7439800,2000-08-02,SPY
1897,145.59,145.81,142.63,4607100,2000-08-03,SPY
1898,146.38,146.72,145.41,3686600,2000-08-04,SPY
1899,148.13,148.44,146.38,4159800,2000-08-07,SPY
1900,148.69,148.81,147.5,3658700,2000-08-08,SPY
1901,147.44,149.22,147.38,5383800,2000-08-09,SPY
1902,146.72,147.86,146.28,4193400,2000-08-10,SPY
1903,147.41,148.0,145.56,5089400,2000-08-11,SPY
1904,149.28,149.56,147.06,2966700,2000-08-14,SPY
1905,149.16,149.81,148.56,5564600,2000-08-15,SPY
1906,148.63,149.94,147.84,5191600,2000-08-16,SPY
1907,150.19,150.44,148.34,5652200,2000-08-17,SPY
1908,149.69,150.38,149.22,4626400,2000-08-18,SPY
1909,150.5,150.72,149.41,2380600,2000-08-21,SPY
1910,150.25,151.31,150.09,3075300,2000-08-22,SPY
1911,150.84,151.28,149.28,5483200,2000-08-23,SPY
1912,151.31,151.5,150.5,4529000,2000-08-24,SPY
1913,151.25,151.63,150.94,2822200,2000-08-25,SPY
1914,151.77,152.91,151.25,5518700,2000-08-28,SPY
1915,151.8,151.88,150.91,3561900,2000-08-29,SPY
1916,150.34,151.5,150.34,3964800,2000-08-30,SPY
1917,152.34,153.09,150.91,4863100,2000-08-31,SPY
1918,152.5,153.59,152.0,3191200,2000-09-01,SPY
1919,151.28,152.2,150.81,3470800,2000-09-05,SPY
1920,149.56,151.95,149.53,4322200,2000-09-06,SPY
1921,150.84,151.08,149.83,4265500,2000-09-07,SPY
1922,149.81,150.5,149.33,3518200,2000-09-08,SPY
1923,149.59,151.19,148.69,3937500,2000-09-11,SPY
1924,148.5,150.25,148.44,4769100,2000-09-12,SPY
1925,148.89,149.34,147.66,7691600,2000-09-13,SPY
1926,149.64,149.94,148.16,3397100,2000-09-14,SPY
1927,146.0,148.25,146.0,4085700,2000-09-15,SPY
1928,144.66,146.97,144.2,5109300,2000-09-18,SPY
1929,145.97,146.31,144.7,6588200,2000-09-19,SPY
1930,144.89,146.03,143.16,6508100,2000-09-20,SPY
1931,142.69,145.56,142.63,5972300,2000-09-21,SPY
1932,145.28,145.31,142.42,7791300,2000-09-22,SPY
1933,144.25,146.06,143.72,9726300,2000-09-25,SPY
